name|gender|age|income|job|address|education|marriage|family_size|kids_num|login_date|login_time|stay_time|bounce_rate|active_degree|amount|trade_time|game_id|payment|risk|reputation|id
赵典得|男|57|4000|农民|合肥|大专|已婚|4|1|2016-09-08|17:02:31|406|0.147170787821|0.434658754462|66|14:30:59|10009|招商银行|低风险|差|332
赵典德|男|61|6600|工人|厦门|博士|已婚|4|1|2016-02-26|11:50:00|562|0.446247593094|0.322499591182|56|08:40:14|10009|农业银行|中等风险|中等|333
赵典的|男|65|10000|保安|北京|高中|已婚|4|1|2016-02-15|14:56:02|298|0.770787225506|0.36721520944|90|03:19:06|10003|农业银行|中等风险|中等|334
赵典灯|男|54|10000|农民|乌鲁木齐|大专|已婚|3|1|2016-11-22|11:52:17|178|0.803339148582|0.594957572955|74|02:20:45|10009|北京银行|一般|良|335
赵典登|女|55|8400|程序员|深圳|本科|已婚|4|1|2016-03-07|11:54:51|626|0.988813182865|0.292333337332|88|06:44:07|10003|北京银行|一般|差|336
赵点倒|女|60|9400|工人|福州|大专|已婚|3|2|2016-05-11|22:48:51|274|0.559992476052|0.392355083575|84|13:14:38|10002|建设银行|一般|极差|337
赵点蹈|男|57|4000|演员|深圳|高中|已婚|4|2|2016-08-14|04:49:06|526|0.799361517029|0.253228222424|42|07:32:19|10003|招商银行|中等风险|良|338
赵点到|男|65|9400|清洁工人|乌鲁木齐|本科|已婚|5|1|2016-03-17|15:08:37|414|0.100491479366|0.353797181561|70|06:54:56|10009|招商银行|低风险|差|339
赵点悼|男|53|4000|工人|上海|高中|已婚|4|1|2016-09-25|08:22:12|654|0.0817205910552|0.383235618247|58|14:41:20|10002|北京银行|无风险|中等|340
赵点盗|女|57|6000|演员|北京|大专|已婚|3|1|2016-03-11|12:36:54|46|0.4709215446|0.284055632135|50|06:56:34|10003|北京银行|一般|中等|341
赵点道|男|52|4000|导演|成都|本科|已婚|4|1|2016-01-28|08:19:42|410|0.212264430031|0.287936315291|52|19:51:32|10002|农业银行|一般|中等|342
赵点稻|男|57|9000|工人|广州|大专|已婚|3|2|2016-10-19|19:35:21|298|0.172932142875|0.297052916801|94|15:33:00|10003|招商银行|一般|优|343
赵点得|男|52|4000|快递员|北京|高中|已婚|4|2|2016-02-12|02:19:43|242|0.314806752273|0.242264968389|84|17:12:13|10009|工商银行|一般|中等|344
赵点德|男|54|4000|工人|杭州|大专|已婚|3|1|2016-04-29|03:23:54|762|0.79930560435|0.260697933251|34|09:23:33|10003|建设银行|一般|差|345
赵点的|女|62|4000|驾驶员|广州|大专|已婚|3|3|2016-09-30|16:42:09|498|0.315299352692|0.525946747536|82|08:54:28|10003|农业银行|低风险|良|346
赵点灯|男|57|4000|警察|上海|博士|已婚|3|2|2016-09-04|22:05:02|510|0.977471195495|0.517212816975|12|12:04:06|10009|招商银行|低风险|良|347
赵点登|男|65|4000|农民|杭州|高中|已婚|4|2|2016-08-21|13:01:47|526|0.418915974775|0.340633544489|70|03:52:42|10003|农业银行|一般|良|348
赵电倒|男|61|8800|安检员|乌鲁木齐|高中|已婚|4|2|2016-05-09|00:24:07|618|0.370444385471|0.465859634303|46|12:48:56|10009|建设银行|一般|极差|349
赵电蹈|男|60|4000|快递员|广州|高中|已婚|4|1|2016-07-31|10:18:40|382|0.82981939528|0.537980135909|48|16:33:24|10009|建设银行|低风险|良|350
赵电到|男|56|4000|工人|北京|本科|已婚|4|3|2016-04-14|12:26:07|706|0.939620141895|0.383370414658|20|23:06:56|10009|建设银行|一般|中等|351
赵电悼|男|58|7200|工人|深圳|高中|已婚|5|2|2016-08-27|11:34:04|334|0.685356901319|0.561552231597|98|18:58:54|10009|招商银行|一般|中等|352
赵电盗|女|53|7000|导演|杭州|博士|已婚|3|2|2016-12-05|03:50:00|578|0.444666019038|0.201586462654|94|06:44:38|10009|农业银行|高风险|良|353
赵电道|男|60|4000|演员|日照|高中|已婚|5|3|2016-12-23|17:04:16|506|0.812754822806|0.242103035101|58|23:34:53|10001|农业银行|一般|极差|354
赵电稻|男|58|4000|工人|郑州|大专|已婚|4|1|2016-06-08|09:16:46|558|0.0731562921239|0.495012000859|42|08:47:58|10009|建设银行|一般|优|355
赵电得|男|57|4000|工人|深圳|博士|已婚|4|2|2016-09-02|12:49:20|178|0.35503348622|0.44450771113|18|05:05:47|10009|招商银行|一般|良|356
赵电德|男|59|4000|楼管|杭州|高中|已婚|4|1|2016-05-16|16:20:10|250|0.865231829291|0.32512981931|40|02:24:38|10009|农业银行|无风险|中等|357
赵电的|男|63|4000|警察|重庆|博士|已婚|4|2|2016-05-22|03:20:19|126|0.288048549606|0.467043766729|68|03:52:32|10009|北京银行|低风险|中等|358
赵电灯|男|61|8800|保安|郑州|高中|已婚|3|2|2016-02-13|21:44:29|342|0.831997856095|0.36843849249|34|22:35:22|10009|农业银行|一般|极差|359
赵电登|女|65|4000|快递员|广州|高中|已婚|4|1|2016-05-10|12:45:44|542|0.918101242436|0.267279059977|38|10:42:09|10003|北京银行|一般|差|360
赵店倒|男|59|7800|快递员|海口|大专|已婚|3|2|2016-08-08|21:09:25|354|0.154252277197|0.252175720605|12|13:27:57|10003|建设银行|低风险|差|361
赵店蹈|男|58|4000|快递员|济南|大专|已婚|4|1|2016-01-18|01:46:34|410|0.0884758103908|0.230869834843|12|11:29:46|10009|北京银行|低风险|中等|362
赵店到|男|63|4000|工人|武汉|本科|已婚|5|1|2016-05-09|03:20:56|378|0.118399553326|0.236194870324|44|07:56:49|10009|建设银行|一般|差|363
赵店悼|男|61|4000|程序员|日照|高中|已婚|4|1|2016-08-07|08:25:24|114|0.592101454739|0.468420892099|92|02:07:27|10003|北京银行|一般|中等|364
赵店盗|男|56|6600|程序员|武汉|硕士|已婚|4|1|2016-03-24|15:24:41|670|0.869938094598|0.379118250399|100|21:53:47|10009|北京银行|低风险|良|365
赵店道|女|58|4400|工人|深圳|硕士|已婚|4|2|2016-02-12|16:14:36|682|0.676291647758|0.263243332236|88|03:37:48|10003|工商银行|无风险|良|366
赵店稻|男|55|4000|教师|北京|高中|已婚|3|2|2016-06-15|11:52:09|546|0.121754296117|0.357892942946|28|09:31:12|10009|建设银行|无风险|良|367
赵店得|男|54|4000|程序员|杭州|博士|已婚|4|2|2016-07-10|16:23:03|498|0.11190644179|0.477658372568|82|06:22:50|10009|北京银行|低风险|中等|368
赵店德|女|55|4000|工人|深圳|大专|已婚|5|2|2016-05-05|08:29:09|242|0.195811291232|0.450399534777|14|15:57:07|10003|建设银行|一般|中等|369
赵店的|女|57|8600|工人|沈阳|大专|已婚|4|1|2016-03-28|22:12:31|106|0.947009832061|0.503204193195|92|05:16:39|10009|农业银行|中等风险|差|370
赵店灯|女|62|6400|工人|广州|博士|已婚|4|2|2016-01-22|19:52:32|414|0.196381143273|0.598018475845|28|00:44:24|10009|招商银行|低风险|中等|371
赵店登|男|53|4000|工人|深圳|高中|已婚|4|1|2016-02-22|18:22:38|546|0.975559100567|0.508772623137|28|09:59:15|10003|微信|一般|良|372
赵垫倒|男|53|8600|农民|上海|高中|已婚|4|1|2016-08-20|04:00:31|314|0.0878173088139|0.454924403027|48|03:12:08|10002|北京银行|一般|中等|373
赵垫蹈|男|52|4000|快递员|天津|高中|已婚|3|1|2016-05-04|11:06:39|330|0.546818864545|0.259598256072|36|04:21:50|10002|招商银行|一般|良|374
赵垫到|男|55|4000|工人|福州|大专|已婚|4|1|2016-03-02|20:44:34|638|0.732563857134|0.286517372321|24|07:09:42|10009|北京银行|一般|中等|375
赵垫悼|男|57|4000|导演|郑州|高中|已婚|5|1|2016-07-17|19:33:08|138|0.77383875154|0.205659602348|66|05:28:28|10009|微信|低风险|中等|376
赵垫盗|女|65|8800|演员|武汉|高中|已婚|3|1|2016-07-12|15:02:36|402|0.891658579318|0.440100764322|54|04:10:47|10003|招商银行|一般|中等|377
赵垫道|女|62|4000|工人|深圳|大专|已婚|5|2|2016-10-17|18:00:16|278|0.682784389619|0.295563158993|22|17:52:58|10003|农业银行|低风险|良|378
赵垫稻|男|54|4000|教师|杭州|高中|已婚|4|1|2016-12-11|04:26:14|398|0.288841573341|0.470566729401|76|18:36:35|10009|建设银行|无风险|良|379
赵垫得|男|64|6200|农民|合肥|本科|已婚|4|2|2016-07-02|14:19:04|242|0.0976129811692|0.241338067172|44|08:04:57|10003|建设银行|一般|优|380
赵垫德|男|52|4000|农民|杭州|大专|已婚|4|2|2016-01-28|21:59:48|214|0.418584707408|0.27860052679|20|00:34:10|10002|建设银行|低风险|中等|381
赵垫的|男|65|4000|保安|石家庄|本科|已婚|3|2|2016-04-21|11:51:26|314|0.0234451775686|0.374790667473|88|15:34:16|10003|农业银行|一般|良|382
赵垫灯|男|56|4000|教师|攀枝花|大专|已婚|3|2|2016-08-01|04:57:15|194|0.507748153152|0.381463874027|70|03:11:53|10003|建设银行|一般|中等|383
赵垫登|男|58|4000|警察|青岛|高中|已婚|4|1|2016-01-23|17:05:25|178|0.790229230589|0.557209422557|12|23:38:46|10001|建设银行|中等风险|中等|384
赵殿倒|女|56|4000|工人|佛山|大专|已婚|4|1|2016-07-29|17:21:05|322|0.0175802332657|0.374373287592|54|23:10:21|10002|农业银行|一般|中等|385
赵殿蹈|女|53|8800|保姆|郑州|本科|已婚|3|1|2016-01-24|08:51:35|414|0.32333724823|0.432786223852|80|07:25:12|10009|农业银行|中等风险|差|386
赵殿到|男|55|4000|清洁工人|昆明|大专|已婚|4|1|2016-03-21|04:16:16|466|0.0274780076087|0.471666476915|62|12:54:53|10003|建设银行|一般|中等|387
赵殿悼|女|63|4000|工人|佛山|大专|已婚|4|1|2016-12-10|10:35:41|674|0.227839919312|0.347810010375|32|00:04:46|10003|微信|一般|中等|388
赵殿盗|女|65|5000|售楼员|攀枝花|高中|已婚|4|1|2016-02-25|21:04:55|406|0.394797940599|0.31629414906|44|05:56:59|10003|农业银行|中等风险|中等|389
赵殿道|男|56|4800|程序员|深圳|高中|已婚|5|2|2016-07-14|15:48:48|614|0.885342945281|0.26329662369|12|14:46:34|10009|农业银行|一般|中等|390
赵殿稻|男|58|4000|程序员|佛山|高中|已婚|3|1|2016-01-28|21:29:41|298|0.311667512741|0.254303096524|26|00:12:59|10003|北京银行|低风险|良|391
赵殿得|女|59|4000|快递员|重庆|本科|已婚|4|1|2016-04-19|16:20:52|218|0.815166491444|0.487809531282|92|01:46:16|10009|北京银行|一般|中等|392
赵殿德|女|60|4000|工人|济南|本科|已婚|4|1|2016-07-05|20:37:53|610|0.0358389825847|0.507693917923|96|21:57:46|10009|农业银行|一般|中等|393
赵殿的|女|61|4000|教师|海口|高中|已婚|4|1|2016-10-26|15:42:42|450|0.935463880121|0.247896349094|96|18:27:09|10009|招商银行|一般|中等|394
赵殿灯|男|61|4000|快递员|哈尔滨|高中|已婚|4|1|2016-12-22|17:36:46|330|0.198515661304|0.581792973169|92|10:30:36|10009|农业银行|低风险|中等|395
赵殿登|男|58|7800|工人|杭州|高中|已婚|4|3|2016-03-13|17:50:12|430|0.721373752735|0.490957075738|52|18:38:52|10009|招商银行|低风险|中等|396
赵叼倒|男|59|4000|农民|台州|大专|已婚|4|1|2016-12-02|04:39:58|310|0.217868385276|0.273162374374|60|11:01:51|10003|农业银行|低风险|中等|397
赵叼蹈|男|57|9600|工人|广州|大专|已婚|4|2|2016-10-19|15:42:14|650|0.631905768396|0.229698868162|42|05:50:26|10003|建设银行|一般|中等|398
赵叼到|男|65|4000|个体|合肥|本科|已婚|4|2|2016-04-25|15:44:53|290|0.843569689047|0.423249699833|44|18:34:32|10003|农业银行|低风险|良|399
赵叼悼|男|62|4000|快递员|石家庄|高中|已婚|3|1|2016-04-08|11:13:50|534|0.292314027044|0.472385974033|36|18:13:24|10003|招商银行|一般|中等|400
赵叼盗|女|76|2000|个体|昆明|博士|已婚|3|1|2016-09-14|02:33:24|546|0.728808573514|0.508459570266|88|08:36:49|10009|北京银行|一般|中等|401
赵叼道|男|69|2000|工人|攀枝花|本科|已婚|3|3|2016-08-21|01:57:45|766|0.113100860542|0.439524056054|66|05:15:16|10003|招商银行|中等风险|差|402
赵叼稻|女|69|2000|个体|广州|本科|已婚|4|1|2016-11-17|08:50:56|438|0.930684068925|0.523332814683|22|08:16:11|10009|北京银行|一般|优|403
赵叼得|女|69|4000|个体|杭州|高中|已婚|5|1|2016-03-10|07:11:46|366|0.38326749515|0.653025954337|60|08:36:34|10009|建设银行|一般|优|404
赵叼德|女|80|2000|工人|杭州|大专|已婚|3|2|2016-02-26|21:07:15|490|0.121586152458|0.422009114546|58|01:19:21|10003|北京银行|无风险|差|405
赵叼的|女|68|2000|个体|深圳|硕士|已婚|3|1|2016-09-05|08:30:52|242|0.467291093925|0.310114472908|76|14:30:05|10003|建设银行|低风险|差|406
赵叼灯|男|72|5000|个体|沈阳|高中|已婚|3|2|2016-10-16|05:41:10|378|0.643307053216|0.41763262769|66|21:04:04|10003|建设银行|低风险|良|407
赵叼登|女|83|2000|农民|成都|大专|已婚|4|2|2016-12-09|06:29:47|530|0.240095848577|0.252952520129|28|01:00:30|10003|北京银行|低风险|良|408
赵雕倒|男|79|2000|个体|杭州|高中|已婚|3|3|2016-10-11|05:58:03|178|0.667930139885|0.513762425094|24|01:57:06|10009|建设银行|低风险|差|409
赵雕蹈|女|68|2000|个体|武汉|本科|已婚|4|3|2016-01-26|18:35:33|286|0.767423816964|0.389211845016|70|04:14:24|10003|北京银行|高风险|差|410
赵雕到|男|76|2000|个体|广州|高中|已婚|5|2|2016-02-27|23:36:38|370|0.733708910179|0.770085234923|76|07:09:24|10003|招商银行|中等风险|良|411
赵雕悼|男|84|2000|个体|北京|博士|已婚|5|1|2016-05-31|18:04:57|430|0.585638966585|0.554965852246|18|03:10:17|10003|北京银行|中等风险|差|412
赵雕盗|男|84|2000|个体|广州|高中|已婚|5|3|2016-07-14|07:18:33|426|0.496309503419|0.480546331662|22|03:24:54|10009|建设银行|高风险|良|413
赵雕道|女|76|2000|个体|齐齐哈尔|硕士|已婚|5|2|2016-01-01|05:23:26|374|0.845423038197|0.331132785256|98|17:40:18|10009|建设银行|中等风险|良|414
赵雕稻|男|85|2000|个体|广州|博士|已婚|4|2|2016-11-08|15:40:34|510|0.98152588326|0.51394802047|66|17:35:38|10003|北京银行|中等风险|中等|415
赵雕得|男|76|2000|个体|深圳|本科|已婚|3|1|2016-02-15|14:34:00|178|0.369015085138|0.411065098524|30|08:13:05|10003|建设银行|一般|良|416
赵雕德|男|67|4400|个体|上海|高中|已婚|3|2|2016-08-13|18:00:16|218|0.462390323931|0.626541293627|30|20:50:36|10003|建设银行|中等风险|良|417
赵雕的|男|74|2000|个体|乌鲁木齐|高中|已婚|5|1|2016-10-08|07:49:01|242|0.776528737706|0.736167048864|76|09:41:30|10003|北京银行|中等风险|差|418
赵雕灯|女|80|2000|个体|深圳|硕士|已婚|3|1|2016-11-24|05:13:29|574|0.591807092345|0.652494198441|32|13:30:09|10009|北京银行|一般|差|419
赵雕登|男|75|2000|个体|北京|大专|已婚|5|1|2016-10-10|07:06:28|358|0.727724356939|0.549437094805|26|16:28:55|10009|北京银行|中等风险|优|420
赵吊倒|男|78|2000|个体|北京|博士|已婚|3|1|2016-06-03|02:12:51|426|0.596236979477|0.572538283607|82|06:55:48|10009|建设银行|一般|中等|421
赵吊蹈|男|75|2000|工人|武汉|本科|已婚|3|3|2016-11-25|17:58:14|706|0.495846207027|0.658965201683|78|15:50:02|10003|建设银行|中等风险|差|422
赵吊到|男|84|2000|农民|佛山|博士|已婚|3|1|2016-08-22|18:45:32|142|0.335626124279|0.255941048778|78|15:29:32|10003|北京银行|一般|中等|423
赵吊悼|男|72|2000|个体|郑州|高中|已婚|3|2|2016-09-12|01:01:30|398|0.573266563077|0.6689883275|80|21:08:12|10003|北京银行|一般|差|424
赵吊盗|男|76|2000|个体|济南|高中|已婚|5|2|2016-02-18|15:21:55|674|0.33436580049|0.228650023839|62|19:13:09|10003|建设银行|一般|中等|425
赵吊道|女|84|2000|个体|上海|博士|已婚|3|1|2016-12-23|09:01:08|362|0.136587627853|0.546172469008|76|11:22:41|10009|北京银行|中等风险|差|426
赵吊稻|男|80|2000|个体|乌鲁木齐|博士|已婚|4|3|2016-02-28|02:04:32|302|0.613117641154|0.538243021909|90|11:41:58|10009|建设银行|中等风险|差|427
赵吊得|男|84|2000|个体|上海|大专|已婚|3|2|2016-06-03|00:50:21|454|0.475471776279|0.548126778413|40|02:45:52|10009|建设银行|中等风险|差|428
赵吊德|男|76|2000|个体|深圳|本科|已婚|5|2|2016-05-30|06:34:59|682|0.661168856776|0.734275582038|62|23:57:37|10003|建设银行|低风险|良|429
赵吊的|男|78|2000|个体|哈尔滨|高中|已婚|3|2|2016-09-15|21:04:25|530|0.458355006637|0.437148256669|50|09:15:00|10003|建设银行|中等风险|中等|430
赵吊灯|女|79|2000|个体|日照|高中|已婚|3|2|2016-08-10|01:07:16|770|0.418226570465|0.796563700401|46|05:12:32|10009|北京银行|低风险|差|431
赵吊登|男|67|2000|个体|广州|硕士|已婚|3|2|2016-03-06|03:15:09|486|0.854523549056|0.780995765421|70|03:36:05|10003|招商银行|中等风险|差|432
赵钓倒|男|70|2000|个体|广州|高中|已婚|3|2|2016-01-01|00:34:41|422|0.242781575331|0.665063292046|32|15:50:41|10009|北京银行|一般|良|433
赵钓蹈|女|85|2000|农民|杭州|本科|已婚|3|3|2016-08-19|07:53:21|422|0.19158138537|0.581506699965|64|19:45:03|10009|建设银行|一般|差|434
赵钓到|女|71|2000|个体|杭州|本科|已婚|4|2|2016-09-01|02:57:37|142|0.557358584907|0.320323992419|40|23:48:00|10009|建设银行|中等风险|中等|435
赵钓悼|男|69|2000|个体|上海|高中|已婚|4|2|2016-04-17|17:23:38|546|0.237654780641|0.591632302447|12|09:58:34|10009|建设银行|中等风险|良|436
赵钓盗|男|76|2000|个体|深圳|博士|已婚|4|1|2016-08-03|10:11:26|398|0.32394828162|0.311739585114|20|10:35:55|10003|工商银行|中等风险|良|437
赵钓道|女|84|2000|个体|天津|大专|已婚|5|3|2016-02-04|00:06:51|386|0.498924469298|0.335058174504|56|02:57:01|10003|农业银行|一般|差|438
赵钓稻|女|78|2000|农民|攀枝花|高中|已婚|3|3|2016-07-30|06:02:21|474|0.671544181823|0.430971737967|66|11:53:12|10003|北京银行|中等风险|差|439
赵钓得|男|74|2000|个体|北京|大专|已婚|3|2|2016-09-22|00:56:56|586|0.359710928953|0.814752727893|26|06:18:39|10009|北京银行|一般|中等|440
赵钓德|女|72|2000|个体|武汉|博士|已婚|3|2|2016-10-29|03:03:49|622|0.488150293974|0.38784451269|98|09:17:40|10003|建设银行|低风险|差|441
赵钓的|男|85|2000|个体|深圳|本科|已婚|3|1|2016-04-07|16:29:03|138|0.2074175844|0.79992709131|96|08:23:12|10009|工商银行|高风险|差|442
赵钓灯|男|72|6000|个体|北京|本科|已婚|3|1|2016-03-10|16:32:20|374|0.0603866941619|0.716684541219|78|06:13:21|10009|农业银行|中等风险|差|443
赵钓登|男|85|2000|个体|淄博|博士|已婚|3|1|2016-09-15|06:00:53|398|0.971126162326|0.332724723581|58|18:14:38|10003|建设银行|低风险|中等|444
赵调倒|女|75|2000|个体|北京|本科|已婚|4|1|2016-10-05|14:54:23|262|0.0482340528262|0.481252866457|16|16:12:43|10003|北京银行|低风险|良|445
赵调蹈|女|84|2000|个体|天津|博士|已婚|3|1|2016-03-09|04:28:53|306|0.394536379895|0.252474929481|34|14:35:29|10003|北京银行|一般|差|446
赵调到|男|72|2000|农民|广州|大专|已婚|4|1|2016-10-21|19:57:11|354|0.766851560707|0.491604038985|44|08:25:52|10009|建设银行|一般|极差|447
赵调悼|女|70|2000|个体|青岛|高中|已婚|4|1|2016-11-16|15:25:24|214|0.707674861557|0.326387265301|98|02:02:36|10009|建设银行|中等风险|差|448
赵调盗|女|73|2000|个体|深圳|本科|已婚|3|1|2016-11-14|15:46:43|278|0.409827335933|0.794944507325|16|06:23:08|10003|建设银行|中等风险|优|449
赵调道|男|82|2000|个体|北京|高中|已婚|4|1|2016-07-03|12:50:28|450|0.0281384942705|0.419915172516|28|19:34:26|10009|建设银行|一般|差|450
赵调稻|男|73|2000|个体|杭州|本科|已婚|4|2|2016-01-28|23:35:27|350|0.674031425988|0.343764207037|22|08:12:54|10003|建设银行|一般|优|451
赵调得|男|68|2000|个体|济南|本科|已婚|3|1|2016-12-28|00:07:11|398|0.688993408554|0.83623366259|88|17:42:55|10009|建设银行|一般|优|452
赵调德|男|72|2000|个体|天津|高中|已婚|3|1|2016-10-05|01:26:36|290|0.596074717352|0.815113115346|68|11:13:57|10003|北京银行|高风险|中等|453
赵调的|女|73|2000|个体|深圳|博士|已婚|3|2|2016-12-18|22:45:24|530|0.404441882059|0.576441767849|88|07:41:48|10009|建设银行|中等风险|差|454
赵调灯|男|67|2000|个体|郑州|博士|已婚|4|1|2016-12-08|08:06:37|458|0.532226973532|0.266137558188|30|18:52:02|10009|北京银行|高风险|差|455
赵调登|男|67|2000|个体|杭州|高中|已婚|3|2|2016-12-23|03:09:04|230|0.232299482237|0.495572809609|52|07:18:12|10009|建设银行|中等风险|良|456
赵掉倒|男|70|2000|个体|杭州|高中|已婚|4|1|2016-02-17|03:54:03|286|0.018976600516|0.736898468768|24|17:45:32|10003|北京银行|中等风险|差|457
赵掉蹈|男|82|2000|农民|济南|硕士|已婚|3|1|2016-03-13|16:35:10|330|0.825142144843|0.359958598883|100|11:05:44|10009|北京银行|一般|优|458
赵掉到|男|83|2000|个体|深圳|本科|已婚|4|1|2016-05-04|04:07:24|434|0.43454552648|0.259198141932|22|02:37:43|10003|建设银行|一般|良|459
赵掉悼|男|74|2000|个体|上海|硕士|已婚|4|1|2016-11-26|13:21:48|478|0.751595925845|0.790133552298|38|16:00:36|10009|北京银行|中等风险|良|460
赵掉盗|男|83|4000|个体|武汉|本科|已婚|4|2|2016-01-27|20:23:22|418|0.733067813781|0.808984850416|54|00:44:56|10003|农业银行|中等风险|中等|461
赵掉道|男|67|2000|个体|齐齐哈尔|本科|已婚|3|1|2016-11-22|07:58:54|534|0.660240399366|0.299434592992|22|07:16:47|10009|北京银行|一般|差|462
赵掉稻|女|78|5400|农民|深圳|高中|已婚|5|1|2016-12-28|13:01:10|798|0.863905899223|0.400613019765|14|02:55:35|10009|北京银行|一般|差|463
赵掉得|男|85|2000|个体|武汉|博士|已婚|3|3|2016-05-12|16:37:26|362|0.994823529971|0.692861175428|96|13:59:59|10003|建设银行|中等风险|优|464
赵掉德|男|83|5000|农民|深圳|高中|已婚|3|1|2016-09-09|09:23:32|758|0.946857953269|0.815823706924|98|04:26:06|10009|建设银行|中等风险|差|465
赵掉的|女|84|2000|个体|武汉|硕士|已婚|3|2|2016-06-11|16:52:56|310|0.528360330003|0.275835463078|36|08:35:38|10003|北京银行|高风险|差|466
赵掉灯|女|83|2000|个体|杭州|高中|已婚|3|3|2016-01-01|01:01:21|206|0.455180169458|0.710319695816|100|02:05:18|10003|建设银行|中等风险|极差|467
赵掉登|男|71|2000|个体|广州|大专|已婚|3|1|2016-07-09|21:57:16|210|0.122393165228|0.224999312535|88|10:14:04|10009|建设银行|低风险|极差|468
赵爹倒|男|83|2000|个体|佛山|本科|已婚|3|2|2016-06-30|12:19:45|250|0.381138383383|0.712815797514|50|04:43:48|10009|北京银行|低风险|良|469
赵爹蹈|女|79|2000|农民|合肥|高中|已婚|4|1|2016-10-01|17:25:22|342|0.648623678085|0.26011895007|52|06:13:44|10003|北京银行|高风险|差|470
赵爹到|男|84|4000|个体|广州|硕士|已婚|4|3|2016-12-31|21:54:09|314|0.523362554116|0.602828388635|34|15:27:37|10003|北京银行|高风险|优|471
赵爹悼|女|68|2000|个体|广州|大专|已婚|3|2|2016-02-14|02:52:56|566|0.586367553907|0.820530064657|40|18:53:25|10009|北京银行|中等风险|差|472
赵爹盗|女|81|2000|个体|齐齐哈尔|博士|已婚|5|2|2016-01-27|04:00:53|562|0.246643495137|0.762126159209|38|10:44:49|10009|招商银行|低风险|差|473
赵爹道|男|82|2000|个体|广州|本科|已婚|3|1|2016-06-07|22:47:13|330|0.0603018278878|0.291828581494|20|02:30:43|10009|建设银行|低风险|良|474
赵爹稻|男|81|2000|个体|天津|本科|已婚|5|1|2016-09-25|12:47:58|190|0.0217689204366|0.770889147394|30|15:51:18|10003|北京银行|中等风险|良|475
赵爹得|女|73|2000|农民|攀枝花|硕士|已婚|3|2|2016-08-28|13:38:08|346|0.0807068184371|0.347866106535|24|16:42:24|10009|建设银行|低风险|良|476
赵爹德|男|68|2000|农民|攀枝花|大专|已婚|3|1|2016-09-05|03:22:06|702|0.58217640979|0.737246169385|36|08:26:25|10009|建设银行|中等风险|优|477
赵爹的|男|84|2000|农民|杭州|博士|已婚|4|2|2016-02-22|16:02:59|394|0.276548932391|0.200788526548|52|07:27:23|10009|农业银行|一般|良|478
赵爹灯|女|81|2000|个体|武汉|博士|已婚|4|1|2016-11-15|22:03:55|294|0.939586239458|0.364444588088|32|08:58:48|10003|北京银行|中等风险|差|479
赵爹登|男|68|2000|个体|深圳|博士|已婚|4|2|2016-05-18|05:58:08|110|0.964393964176|0.476740462526|22|08:00:13|10003|北京银行|一般|良|480
赵跌倒|女|67|2000|个体|杭州|大专|已婚|3|1|2016-06-06|20:06:11|766|0.939938226278|0.414193003168|82|20:15:57|10009|北京银行|一般|中等|481
赵跌蹈|女|74|2000|个体|武汉|高中|已婚|4|2|2016-03-18|17:29:33|630|0.34080448008|0.291299920419|60|01:21:55|10009|北京银行|中等风险|差|482
赵跌到|男|83|2000|个体|开封|高中|已婚|3|1|2016-12-09|22:20:28|546|0.28288152344|0.801667731665|40|10:00:59|10003|建设银行|低风险|良|483
赵跌悼|男|69|4000|个体|哈尔滨|高中|已婚|3|2|2016-03-24|14:24:27|594|0.921012407342|0.255746404345|50|09:42:32|10009|建设银行|高风险|中等|484
赵跌盗|男|75|2000|个体|武汉|本科|已婚|4|1|2016-06-07|19:18:10|378|0.0823800363804|0.269719043996|54|02:27:39|10003|北京银行|中等风险|差|485
赵跌道|男|83|2000|个体|昆明|硕士|已婚|3|2|2016-05-01|12:25:02|662|0.967259980911|0.818543835139|32|13:39:31|10009|建设银行|中等风险|良|486
赵跌稻|女|84|6000|个体|杭州|硕士|已婚|3|2|2016-10-31|12:05:16|334|0.668719304393|0.566146291389|42|04:48:00|10009|建设银行|一般|优|487
赵跌得|男|82|2000|个体|广州|高中|已婚|3|1|2016-06-07|11:49:40|518|0.0800061920881|0.47326821542|24|09:33:27|10009|北京银行|中等风险|中等|488
赵跌德|男|74|2000|个体|成都|大专|已婚|3|1|2016-12-13|22:53:28|142|0.661638201888|0.708711732541|84|08:02:05|10009|北京银行|中等风险|优|489
赵跌的|男|78|2000|个体|青岛|高中|已婚|4|1|2016-10-31|01:57:58|366|0.903302349484|0.821024617378|90|16:05:36|10003|建设银行|一般|中等|490
赵跌灯|男|80|2000|个体|深圳|高中|已婚|3|3|2016-07-04|15:38:42|134|0.409133960369|0.632530146239|32|06:31:02|10009|北京银行|中等风险|中等|491
赵跌登|男|81|2000|个体|深圳|大专|已婚|3|2|2016-05-19|02:16:51|390|0.482847583132|0.659120037187|54|13:18:35|10003|北京银行|低风险|良|492
赵叠倒|男|80|2000|个体|深圳|大专|已婚|3|1|2016-12-07|15:05:46|518|0.159179876054|0.548394824357|70|21:20:20|10003|北京银行|一般|良|493
赵叠蹈|男|73|2000|个体|上海|高中|已婚|3|1|2016-01-29|23:44:01|562|0.0214258548411|0.268995038919|58|14:08:19|10009|北京银行|中等风险|差|494
赵叠到|女|77|2000|个体|杭州|高中|已婚|4|2|2016-11-23|21:46:11|522|0.840455263583|0.634729823142|14|07:06:07|10009|北京银行|中等风险|差|495
